id,aasta,voor,tase,number,pealkiri,raskus,kategooria,tüüp,alamteema,autor,statement_tex,vihje_tex,lahendus_tex,lahendusvotted,katsevahendid,punktid,lahendusseis,allikas,allikas_failitee,allikas_kaust
2011-v2g-01,2011,piirkonnavoor,G,1,Kokkupõrge,1,dünaamika,T,kokkupõrge,Andreas Valdmann,"Kaks autot massidega $m=\SI{1,5}{}$ tonni teevad laupkokkupõrke, mille võib lugeda täielikult plastseks. Kui suur energia kulus purustuste tekitamiseks, kui:\\
\osa mõlema auto kiirus oli $v_a=\SI{50}{\kilo\metre\per\hour}$; \\
\osa üks auto seisis paigal ja teise auto kiirus oli $v_b=\SI{100}{\kilo\metre\per\hour}$?\\
Võib arvestada, et autode lohisemisel pärast põrget olulist kahju ei teki.","\osa Energia jäävuse seaduse kohaselt kulub purustuse tekitamiseks esialgse ja pärastise kineetiliste energiate vahe.\\
\osa Taustsüsteemide vahetamine lihtsustab olukorda oluliselt.","\osa Autode kiirused on võrdsed ja vastassuunalised. Seetõttu on koguimpulss võrdne nulliga ja autod jäävad pärast kokkupõrget paigale. Kogu esialgne kineetiline energia kulub purustuste tekitamiseks. Selleks on $2 \frac{m v_{a}^{2}}{2}=m v_{a}^{2}$. Autode kiirused on \SI{50}{km/h} = \SI{13,9}{m/s} ja koguenergia on \SI{289}{kJ}.

\osa Minnes üle massikeskme taustsüsteemi näeme, et olukord taandub eelmiseks olukorraks, seega kokkupõrke koguenergia on \SI{289}{kJ}.",Kasutada energia jäävuse seadust ja massikeskme taustsüsteemi vahetust.,,,,,physics-collection/problems/2011-v2g-01.tex,problems
2011-v2g-10,2011,piirkonnavoor,G,10,Nõguslääts eestvaates,7,geomeetriline optika,T,nõguslääts,Siim Ainsaar,"Joonisel on kujutatud eestvaates nõguslääts, mille optiline peatelg on joonise tasandiga risti ja lõikub läätsega punktis $O$. Antud on ka üks horisontaalne valguskiir ning selle lõikepunktid eesmise fokaaltasandi ning läätsega (vastavalt punktid $K$ ja $L$). Joonestage antud vaates lisalehel kiire edasine käik ning lõikepunkt tagumise fokaaltasandiga. Põhjendage lahendust.
\begin{center}
	\includegraphics[width=0.5\linewidth]{2011-v2g-10-yl}
\end{center}","Kui nõgusläätsele langevad paralleelsed kiired, lõikuvad
murdunud kiirte pikendused eesmisel fokaaltasandil.","Kui nõgusläätsele langevad paralleelsed kiired, lõikuvad
murdunud kiirte pikendused eesmisel fokaaltasandil. Joonistame antud kiirega paralleelse abikiire (optilise kõrvaltelje, joonisel $AO$), mis läbib läätse optilist keskpunkti. See abikiir ei murdu, seega ühtib oma läätse läbimise järgse osa pikendusega. Tema lõikepunkti eesmise fokaaltasandiga (punkti $A$) leiame tõigast, et lõik $AO$ on lõigu
$KL$ paralleellüke. Küsitav murdunud kiir asub siis sirgel $AL$. Lääts asub täpselt oma
fokaaltasandite vahel keskel, seetõttu poolitab punkt $L$ lõigu $AB$, kus $B$ on küsitav murdunud kiire lõikepunkt tagumise fokaaltasandiga. Järelikult saame punkti $B$, kui peegeldame punkti $A$ punkti $L$ suhtes ($|AL| = |LB|$).

\begin{center}
	\includegraphics[width=0.5\linewidth]{2011-v2g-10-lah}
\end{center}","Kasutage paralleelsete kiirte ja abikiire joonistamise meetodit, et leida murdunud kiirte lõikepunktid.",,,,,physics-collection/problems/2011-v2g-10.tex,problems
2011-v2g-02,2011,piirkonnavoor,G,2,Satelliit,1,taevamehaanika,T,satelliidi orbiit,Mihkel Pajusalu,"Satelliit tiirleb ringikujulisel orbiidil (raadiusega $r=\SI{7000}{\kilo\metre}$) ümber maakera, kusjuures satelliidi orbiit on samas tasapinnas Maa orbiidiga ümber Päikese. Kui suure osa ajast keskmiselt veedab satelliit Maa varjus? Maa läbimõõt on $R=\SI{6378}{\kilo\metre}$. Päikeselt tulevad kiired võib lugeda paralleelseteks ja Maa liikumise ühe satelliidi orbiiditaalperioodi jooksul tühiseks.",Ringikujulisel orbiidil on satelliidi kiirus kogu orbitaalperioodi jooksul konstantne ja seetõttu on varjus veedetud osa ajast võrdne orbiidi varjus oleva osa pikkuse ja kogu orbiidi pikkuse suhtega.,"\begin{center}
	\includegraphics[width=0.9\linewidth]{2011-v2g-02-lah}
\end{center}
Ringikujulisel orbiidil on satelliidi kiirus kogu orbitaalperioodi jooksul konstantne ja seetõttu on varjus veedetud osa ajast võrdne orbiidi varjus oleva osa pikkuse ja kogu orbiidi pikkuse suhtega, mis on ülal toodud jooniselt leitav kui 
\[
k=\frac{2 \alpha r}{2 \pi r}=\frac{\arcsin \left(\frac{R}{r}\right)}{\pi}=\SI{36,5}{\%}
\]","Kasutage geomeetrilisi suhteid, et leida varjus veedetud aja suhe orbiidi pikkusele.",,,,,physics-collection/problems/2011-v2g-02.tex,problems
2011-v2g-03,2011,piirkonnavoor,G,3,Küttesüsteem,1,termodünaamika,T,ruumala paisumine,Tundmatu autor,"Küttesüsteem täidetakse $t_1=\SI{10}{\degreeCelsius}$ temperatuuriga veega. Kui palju peab paisupaagis olema vaba ruumi, et kütmisel avatud paisupaagist vesi välja ei voolaks? Küttesüsteemis on $V_1=\SI{250}{}$ liitrit vett ja tööolukorras on selle keskmine temperatuur $t_2=\SI{63}{\degreeCelsius}$. Vee ruumpaisumistegur on $\beta=3\times 10^{-4}K^{-1}$. Vedeliku ruumala mingil temperatuuril avaldub kujul $V=V_{0}(1+\beta t)$, kus $t$ on vedeliku temperatuur Celsiuse kraadides, ning $V_{0}$ on vedeliku ruumala temperatuuril \SI{0}{\degreeCelsius}.",Küttesüsteemis oleva vee ruumala esialgses olukorras ja töörežiimis on avaldatavad ülesandes antud valemiga.,"Paisumisel lisanduva ruumala jaoks peab olema paisupaagis piisavalt lisaruumi. Vajalik ruumala on
\[
V-V_{1}=V_{0}\left(1+\beta t_{2}\right)-V_{0}\left(1+\beta t_{1}\right)=\frac{V_{1} \beta}{1+\beta t_{1}}\left(t_{2}-t_{1}\right).
\]
Vajalik vaba ruum paisupaagis on seega $V - V_1 \approx \SI{4,0}{l}$.",Kasutage vedeliku ruumala valemit ja arvutage paisumise tõttu vajalik vaba ruum paisupaagis.,,,,,physics-collection/problems/2011-v2g-03.tex,problems
2011-v2g-04,2011,piirkonnavoor,G,4,Rongiõnnetus,2,kinemaatika,T,rongide liikumine,Oleg Košik,"Kehrast Aegviidu poole sõitis kiirusega $v_1=\SI{63}{km/h}$ kaubarong. Aegviidust hakkas Kehra poole sama teed pidi sõitma elektrirong kiirendusega $a_2=\SI{0,15}{m/s^2}$. Kui rongide vahemaa oli $s=\SI{2750}{m}$, märkas kaubarongi vedurijuht vastusõitvat elektrirongi ning vajutas pidurile. Elektrirongi kiirus oli selleks hetkeks $v_2=\SI{18}{km/h}$. Leidke rongide sõidukiirused vahetult kokkupõrke eel. Kaubarongi pidudrduskiirendus on $a_1=-\SI{0,1}{m/s^2}$.","Kuna rongid kiirenevad konstantse kiirendusega, saame avaldada läbitud vahemaa liikumisvõrrandist $s(t) = vt + \frac{1}{2}at^2$. Lisaks peab mõlema rongi kokkupõrkeni läbitavate vahemaade summa olema $s = \SI{2750}{m}$.","Teisendades kiirusühikuid, saame $v_1 = \SI{17,5}{m/s}$ ning $v_2 = \SI{5}{m/s}$. Olgu $t$ aeg, mis möödus kokkupõrkeni. Kaubarong läbis teepikkuse $s_1 = v_1t + \frac{1}{2}a_1t^2$. Elektrirong läbis teepikkuse $s_2 = v_2t + \frac{1}{2}a_2t^2$. Kuna $s = s_1 + s_2$, siis
\[
s=\left(v_{1}+v_{2}\right) t+\frac{1}{2}\left(a_{1}+a_{2}\right) t^{2}.
\]
Lahendades ruutvõrrandi, leiame $t = \SI{109}{s}$. Seega kaubarongi kiirus oli kokkupõrke hetkel $v_k = v_1 + a_1t = \SI{6,6}{m/s}$ ehk \SI{24}{km/h}, elektrirongi oma $v_e = v_2 + a_2t = \SI{21,4}{m/s}$ ehk \SI{77}{km/h}.","Kasutage liikumisvõrrandeid, et leida rongide kiirus ja aeg kokkupõrke hetkel.",,,,,physics-collection/problems/2011-v2g-04.tex,problems
2011-v2g-05,2011,piirkonnavoor,G,5,Liivahunnik,3,staatika,T,hõõrdetegur,Roland Matt,"Millisele pindalale on võimalik mahutada koonusekujuline liivahunnik, kui liiva ruumala on $V=\SI{50}{m^{3}}$ ja libisevate liivakihtide vaheline efektiivne hõõrdetegur $\mu=\num{0.4}$? Liivahunniku ja aluspinna hõõrdeteguri võib lugeda väga suureks.","Liivahunniku maksimaalse kõrguse saavutamiseks peavad pindmised liivakihid
olema libisemise äärel. Seega tasub vaadelda jõudude tasakaalu pindmiste liivaterade jaoks.","Liivahunniku maksimaalse kõrguse saavutamiseks peavad pindmised liivakihid olema libisemise äärel ehk kehtib $\tan (\alpha)=\frac{h}{R}=\mu$, kus $\alpha$ on nurk maa ja koonuse moodustaja vahel, $R$ hunniku aluse raadius ja $h$ hunniku kõrgus. Liiva ruumala on
\[
V=\frac{1}{3} \pi R^{2} h=\frac{1}{3} \pi R^{3} \mu,
\]
millest 
\[
R=\sqrt[3]{\frac{3 V}{\pi \mu}}
\]
ning seega hunniku aluse pindala on
\[
S=\pi R^{2}=\sqrt[3]{9 \pi\left(\frac{V}{\mu}\right)^{2}} \approx \SI{76.2}{m^2}.
\]",Kasutage jõudude tasakaalu ja geomeetrilisi seoseid koonuse ruumala ja raadiuse vahel.,,,,,physics-collection/problems/2011-v2g-05.tex,problems
2011-v2g-06,2011,piirkonnavoor,G,6,Patarei,3,elektriahelad,T,Ohmi seadus,Taavi Pungas,"Patarei ühendatakse jadamisi takistiga takistusega $R$ ja ampermeetriga, mis näitab voolutugevuseks $I_1$. Kui lisada jadamisi veel üks takisti takistusega $R$, näitab ampermeeter voolutugevuseks $I_2$. Leidke, mis vahemikku jääks suhe $I_2/I_1$, kui vooluallika sisetakistus $r$ oleks\\
\osa väiksem kui $R$,\\
\osa suurem kui $R$.","Otsitav suhe $I_2/I_1$ on mugavalt avaldatav Ohmi seadusest, ülejäänud on võrratustega manipuleerimine.","Olgu patarei sisetakistus $r$. Mõlemas olukorras on patarei elektromotoorjõud sama, st $I_1(R + r) = I_2(2R + r)$. Seega,
\begin{equation}\label{2011-v2g-06-01:eq1}
\frac{I_2}{I_1} = \frac{R + r}{2R + r} = \frac{2R + r - R}{2R + r} = 1 - \frac{R}{2R + r} = 1 - \frac{1}{2 + \frac{r}{R}}.
\end{equation}
\osa $r$ on väiksem kui $R$, aga samas peab $r$ olema suurem kui \num{0}. Seega $0 \leq \frac{r}{R} < 1$ ja $1 - \frac{1}{2 + 0} \leq I_2/I_1 < 1 - \frac{1}{2 + 1}$, ehk $1 / 2 \leq I_{2} / I_{1}<2 / 3$.

\osa Nüüd kehtib $R < r$, ehk $I_2/I_1 > 2/3$. Valemist (\ref{2011-v2g-06-01:eq1}) on näha, et $I_2/I_1$ ülempiir on \num{1}, seega $2/3 < I_2/I_1 < 1$",Kasutage Ohmi seadust ja analüüsige voolutugevuse suhteid takistite ja sisetakistuse korral.,,,,,physics-collection/problems/2011-v2g-06.tex,problems
2011-v2g-07,2011,piirkonnavoor,G,7,Pendel,3,dünaamika,T,pendli võnkeperiood,Taavi Pungas,"Pendel pandi väikese amplituudiga võnkuma ning stopperiga registreeriti neid hetki, kui pendel läbis vasakult poolt tulles oma tasakaalupunkti. Kaks järjestikust sellist sündmust toimusid hetkedel $t_1=\SI{3,19}{s}$ ja $t_2=\SI{5,64}{s}$. Pendlil lasti mõnda aega segamatult võnkuda, seejärel saadi kaheks järjestikuseks näiduks $t_3=\SI{61,14}{s}$ ja $t_4=\SI{63,54}{s}$. Leidke võimalikult täpselt pendli võnkeperiood ning hinnake selle mõõtemääramatust.","Pendli perioodi leidmiseks on võimalik teha esialgne hinnang, mis põhineb järjestikustel mõõtmistel. Täpsema hinnangu jaoks võib kasutada esialgset hinnangut ja pikemat ajavahemikku, et määrata täpselt mitu võnget antud ajavahemiku sisse mahub.","Esialgse hinnangu perioodile, $\tau = \SI{2,425}{s}$, saame $\tau_1 = t_2 - t_1$ ja $\tau_2 = t_4 - t_3$
keskmisest. Seda kasutades näeme, et $t_1$ ja $t_3$ vahel pidi toimuma täpselt \num{24} võnget,
samamoodi $t_2$ ja $t_4$ vahel. Saame kaks sõltumatut mõõtmist \num{24} võnke kestuse kohta:
$\tau_1' = (t_3-t_1)/\num{24} = \SI{2,4146}{s}$ ja $\tau_2'= (t_4-t_2)/\num{24} = \SI{2,4125}{s}$. Nende keskmine annab
meie hinnangu pendli perioodi kohta, $\tau' = \SI{2,4135}{s} \approx \SI{2,414}{s}$.","Kasutage järjestikuste mõõtmiste erinevust, et leida pendli võnkeperiood ja arvutage keskmine periood.",,,,,physics-collection/problems/2011-v2g-07.tex,problems
2011-v2g-08,2011,piirkonnavoor,G,8,Langev takisti,6,magnetism,T,induktsioon,Andres Laan,"\begin{wrapfigure}{r}{0.2\textwidth}
	\vspace{-20pt}	
	\begin{center}
		\includegraphics[width=0.9\linewidth]{2011-v2g-08-yl}
	\end{center}
	\vspace{-20pt}
\end{wrapfigure}

Joonisel on kujutatud Maa gravitatsiooniväljas vertikaalselt paiknevale juhtivale traadile kinnitati takisti nii, et see võib piki traati vabalt libiseda. Teades, et magnetinduktsioon oli $B$ ja traadi harude vaheline kaugus $d$, leidke, millise lõppkiirusega hakkab takisti langema. Takisti mass on $m$ ja takistus $R$.","Raamis indutseeritakse vool, sest takisti kukkudes suureneb raami läbiv magnetvoog, mis omakorda tekitab Faraday seaduse kohaselt raamis elektromotoorjõu ja voolu. Seega on stabiilses režiimis raskusjõud ning takistit läbiva voolu poolt tekitatud Lorentzi jõud tasakaalus.","Raami läbiva magnetvoo suuruse muutus põhjustab raamis elektromotoorjõu $\mathcal{E} = \D\Phi/\D t = Blv$. Elektromotoorjõud põhjustab raamis voolu $I = \mathcal{E}/R$. Magnetväljas mõjub vooluga juhtmele jõud $F = BIl$, mis peab olema tasakaalus raskusjõuga $mg$. Elimineerides $I$ ja $\mathcal{E}$ leiame
\[
m g=\frac{B^{2} l^{2} v}{R} \Rightarrow v=\frac{m g R}{B^{2} d^{2}}.
\]

\medskip

\emph{Alternatiivne lahendus}

Lahendus lähtub energia jäävuse seadusest. Gravitatsioonijõu poolt tehtud töö võimsus on $P = mgv$. Elektrilise töö võimsus peab sellega võrduma, seega $P = mgv = U^2/R$. Pinge on leitav Faraday seadusest, mille kohaselt on pinge võrdne kontuuri läbiva magnetvoo muutumise kiirusega. Magnetvoo muutumise kiirus on $\D\Phi/\D t = Bd v$. Asendades selle eelmisesse võrrandisse ja avaldades $v$ saame 
\[
v=\frac{m g R}{B^{2} d^{2}}.
\]","Kasutage Faraday seadust ja tasakaalu jõudude analüüsi, et leida lõppkiirus.",,,,,physics-collection/problems/2011-v2g-08.tex,problems
2010-lahg-01,2010,lahtine,G,1,Kerad,2,dünaamika,T,inertsimoment,Valter Kiisk,"On antud kolm väliselt identset ja ühesuguse massiga kera. On teada, et üks
neist keradest on homogeenne, teine on seest õõnes ja kolmas on seest vedel.
Kuidas saab lihtsate võrdlevate mehaanikakatsetega kindlaks teha, milline on iga
kera sisemus? Abivahendeid võib vabalt valida, aga kerasid vigastada ei tohi.",Õõnes ja homogeenne kera erinevad nende intertsimomentide poolest. Vedelikku sisaldaval keral toimub sees paratamatult hõõrdumine ning seega energia kadu vedeliku erinevate kihtide vahel.,"Õõnes ja homogeenne kera eristuvad selle poolest, et esimese inertsimoment on suurem, sest
mass on koondunud pöörlemistsentrist kaugemale, st sama nurkkiirusega pööreldes on pöörlemisega seotud kineetiline enregia suurem. 
%Piirjuhul, sfääri korral, on inertsimoment $(2/3)mR^2$ samas kui kera inertsimoment on $(2/5)mR^2$. 
Niisiis võrdse kineetilise energia omandamisel (näiteks sama kaldpinda mööda alla veeredes) saavutab 
õõnes kera väiksema kiiruse (sest pöörlemisega seotud energia on suurem). 

Vedelikku sisaldava kera korral kulub aga osa liikumise energiast paratamatult
vedeliku sisehõõrdumise ületamiseks, seetõttu mehaanilise energia jäävus on katsetes
rikutud (näiteks lükkame kerad veerema; vedelikku sisaldav kera pidurdub iseenesest).","Võrdle kerade veeremiskiirus ja pöörlemisega seotud kineetiline energia, et eristada kerade sisemust.",,,,,physics-collection/problems/2010-lahg-01.tex,problems
2010-lahg-10,2010,lahtine,G,10,Rakettmootor,9,gaasid,T,rakettmootor,Jaan Kalda,"\begin{wrapfigure}{r}{0.45\textwidth}
	\vspace{-3ex}
	\includegraphics[width=\linewidth]{2010-lahg-10-rakettmootor}
	\vspace{-6ex}
\end{wrapfigure}
Vedelkütusel töötava rakettmootori skeem on toodud juuresoleval joonisel. Põlemiskambris moodustuvad põlemisproduktid (gaasid) omandavad kõrge rõhu ja temperatuuri. Seejärel väljuvad need adiabaatiliselt paisudes ja jahtudes läbi düüsi. Õigesti konstrueeritud düüsi korral (kaela läbimõõt vastab põlemiskiirusele ja -temperatuurile) jätkub adiabaatiline paisumine ka peale düüsikaela läbimist ning suur osa soojusenergiast muundatakse gaasijoa kineetiliseks energiaks. Leidke rakettmootori veojõud $F$ eeldusel, et (a) on teada düüsi väljundristlõike pindala $S$, temperatuur põlemiskambris $T_0$ ning gaaside temperatuur $T_1$ ja rõhk $p_1$ düüsist väljumise hetkel, kusjuures $T_0 \gg T_1$; (b) põlemiskambris on gaaside kineetiline energia tühine võrreldes soojusenergiaga; (c) atmosfäärirõhu mõju veojõule on tühine; (d) moodustuva gaasisegu ühe mooli soojusmahtuvus konstantsel ruumalal on $c_V = \frac52 R$, kus $R$ on gaasikonstant.","Adiabaatilisel paisumisel muutub gaasi siseenergia $c_VT_0$ osaliselt joa kineetiliseks energiaks $\mu v^2/2$. Düüsis peab kehtima energia jäävus. Seega, ajaühikus siseneval gaasihulgal on sama energia kui ajaühikus väljuval gaasil.","Adiabaatilisel paisumisel muutub gaasi sisenergia $c_VT_0$ osaliselt joa kineetiliseks energiaks $\mu v^2/2$ (avaldised on siin ühe mooli gaasi jaoks); 
energia jäävuse seaduses tuleb siiski arvestada ka põlemiskambris juurde tekkivate gaaside poolt tehtavat tööd $p_0V_0$ ning
äravoolavate gaaside pidurdavat tööd $p_1V_1$, mis on olekuvõrrandi tõttu
vastavalt võrdsed $RT_0$-ga ja $RT_1$-ga. Seega, 
$$c_VT_0+RT_0=c_VT_1+RT_1+\mu v^2/2 \Rightarrow v^2=7R(T_0-T_1)/\mu.$$
Veojõud on võrdne ajaühikus eemalduva gaasijoa impulsiga,
$$F=\dot m v =(\rho_1 Sv)\cdot v=\rho_1 S v^2 = 7S\frac{R\rho_1T_1}{\mu}\left(\frac{T_0}{T_1}-1\right).$$
Arvestades gaasi olekuvõrrandit ja lähendust $T_0\gg T_1$ saame lõpptulemuseks
$$F=7Sp_1T_0/T_1.$$","Kasutage energia jäävuse seadust ja adiabaatilise paisumise põhimõtteid, et leida veojõud gaasi massi ja kiirusest.",,,,,physics-collection/problems/2010-lahg-10.tex,problems
2010-lahg-02,2010,lahtine,G,2,Rauatükk,2,termodünaamika,T,energia jäävuse seadus,Oleg Košik,"Anumasse, milles oli $V=\SI{1}{l}$ vett temperatuuril $t_1=\SI{20}{\degreeCelsius}$,
visati rauatükk massiga $m=\SI{100}{g}$ temperatuuril $t_0=\SI{500}{\degreeCelsius}$. Osa
veest aurustus. Mõne aja pärast mõõdeti vee temperatuuriks
$t_2=\SI{24}{\degreeCelsius}$. Kui palju vett aurustus? Vee erisoojus
$c_1=\SI{4200}{J/(kg\cdot\degreeCelsius)}$, aurustumissoojus $L=\SI{2,26 e6}{J/kg}$ ja
tihedus $\rho=\SI{1000}{kg/m^3}$; raua
erisoojus $c_2=\SI{460}{J/(kg\cdot\degreeCelsius)}$. Anum on tühise soojusmahtuvusega ning väliskeskkonnast
hästi isoleeritud.",Energia jäävuse seaduse kohaselt peab rauatükist eraldunud soojusenergia minema vee soojendamiseks ja aurustumiseks.,"Algne vee mass on $M=\rho V=\SI{1000}{g}$. Olgu väljaaurustunud vee mass $m_0$. Selle soojendamiseks keemistemperatuurini $t=\SI{100}{\degreeCelsius}$ ning aurustamiseks läheb vaja energiat
\[
Q_1=m_0(c_1(t-t_1)+L).
\]
Ülejäänud vee soojendamiseks temperatuurini $t_2$ läheb energiat
\[
Q_2=(M-m_0)c_1(t_2-t_1).
\]
Raua jahtumisel eraldub energia $Q_3=mc_2(t_0-t_2)$. Energia jäävuse seaduse kohaselt $Q_1+Q_2=Q_3$, ehk
\[
m_0(c_1(t-t_1)+L)+(M-m_0)c_1(t_2-t_1)=mc_2(t_0-t_2).
\]
Siit
\[
m_0=\frac{mc_2(t_0-t_2)-Mc_1(t_2-t_1)}{c_1(t-t_2)+L}\approx \SI{2}{g}.
\]","Kasutage energia jäävuse seadust, et seostada raua jahtumise ja vee soojendamise ning aurustumise energiad.",,,,,physics-collection/problems/2010-lahg-02.tex,problems
2010-lahg-03,2010,lahtine,G,3,Veerev silinder,4,dünaamika,T,veerev silinder,Andres Laan,"\begin{wrapfigure}[7]{r}{0.3\textwidth}
	\vspace{-10pt}
	\hspace{-8pt}
	\includegraphics[width=\linewidth]{2010-lahg-03-silindri_joonis_ipe}
\end{wrapfigure}

Alusele kinnitatud poolsilindril raadiusega $R$
lebab selle kõrgeimas punktis seest tühi silinder
raadiusega $r$. Ühel hetkel nihkub keha veidi tasakaalust välja ja hakkab selle tulemusel libisemiseta veerema (hõõrdetegur on väga suur). Leidke, kui kõrgel aluse kohal keha
poolsilindri pinnast eraldub. \emph{Vihje:} kui veereva silindri mass on $m$ ja
ta masskese liigub kiirusega $v$, on ta kineetiline energia $m v^2$ (ilma
kordajata $\frac12$!).",Eraldumiskõrgust on kõige mugavam leida jõudude tasakaalust silindri keskpunkti radiaalsihis. Lisaks kehtib energia jäävuse seadus.,"Eraldumiskõrgust on kõige lihtsam arvutada kasutades jõudude tasakaalu. 
Nii kaua kui veerev keha on alusega kontaktis, mõjub talle toereaktsioon. 
Pinnalt eraldumise punktis muutub toereaktsioon nulliks ja raskusjõu raadiusesihiline 
komponent saab võrdseks kesktõmbekiirendusega. Seega
\[
\frac{mv^2}{R+r}=mg\cos\alpha,
\]
kus $\alpha$ on pinna kaldenurk eraldumispunktis (mis asub kõrgusel $H=(r+R)\cos\alpha$). 
Vastav kiirus on leitav energia jäävuse seadusest ehk
võrdsustades gravitatsioonienergia muudu kulg- ja pöördliikumise kineetilise energiaga:
\[
mg(R+r-H)=mv^2.
\]
Elimineerides eelnevaist võrrandeist $\cos\alpha$, saame tulemuseks $H=(r+R)/2$.","Kasutage jõudude tasakaalu ja energia jäävuse seadust, et leida eraldumiskõrgus.",,,,,physics-collection/problems/2010-lahg-03.tex,problems
2010-lahg-04,2010,lahtine,G,4,Klaaskuulike,4,geomeetriline optika,T,klaaskuulide murdumisnäitaja,Jaan Kalda,"Paljudes helkurmaterjalides kasutatakse valguse tagasisuunamiseks tillukesi
klaaskuulikesi, mis kantakse tiheda kihina materjali pinnale. Uurime, milline
peaks olema selliste klaaskuulikeste murdumisnäitaja. Teeme järgmised eeldused:
(a) klaaskuulile langeb valguskiir nii, et valguskiire ja pinnanormaali vaheline
nurk $\alpha$ on väike ($\alpha \ll \SI{1}{rad}$); (b) valguskiir murdub klaasi
pinnal, peegeldub ühekordselt kuuli sisepinnalt ja väljub seejärel kuulist
(murdudes teistkordselt kuuli pinnal). Millise murdumisnäitaja $n$ korral
suundub selline valguskiir täpselt tagasi? Tehke kiirtekäigu joonis ja
põhjendage vastust. \emph{Abivalem:} väikese $\alpha$ korral radiaanmõõdus
$\sin\alpha \approx \alpha$.","Ülesande mugavamaks lahendamiseks tuleb teha selge joonis ning rakendada väikeste nurkade lähendust. Lisaks, kiire ja kuuli puutepunkti pinnanormaal ühtib kuuli raadiusega.","Tagasipeegelduv kiir peegeldub kuulikeses nii, nagu näidatud joonisel. Murdumisseadusest väikeste nurkade jaoks saame
$n=\sin 2\alpha/\sin\alpha \approx 2.$
\begin{center}
	\includegraphics[width=0.35\textwidth]{2010-lahg-04-kuulike.pdf}
\end{center}","Kasutage murdumisseadust ja väikeste nurkade lähendust, et leida murdumisnäitaja.",,,,,physics-collection/problems/2010-lahg-04.tex,problems
2010-lahg-05,2010,lahtine,G,5,Maaler,5,dünaamika,T,energia jäävuse seadus,Valter Kiisk,"Maaler on seina ülemise osa värvimiseks roninud kõrge, peaaegu vertikaalse
redeli tippu. Ettevaatamatu liigutuse tulemusena hakkab redel ümber kukkuma. Kas
vähemohtlik oleks redelist kohe lahti lasta või pigem klammerduda redeli külge?
Põrand on lai ja tühi, nii et (redeli) kukkumist ei takista miski. Redeli alumine
ots ei libise.
\emph{Vihje:} homogeensel vardal pikkusega $l$ ja massiga $m$ on ümber otsa
nurkkiirusega $\omega$ pööreldes kineetiline energia $\frac{m l^2 \omega^2}{6}$.",Maalri asendi ohtlikkust võib hinnata tema kiirusega vahetult enne maapinnaga kokkupuutumist. Vastavad kiirused on leitavad energia jäävuse seadusest.,"Selgitame välja, kummal juhul on maaga kokku puutudes inimese kiirus väiksem. Lihtsuse huvides vaatleme redelit ühtlase
homogeense vardana (pikkus $L$, mass $M$) ning inimest punktmassina $m$, mis on kinnitunud redeli ülemise otsa külge. Kui maaler laseks kohe redelist lahti, oleks tema kiirus maaga kokkupuute hetkel $\sqrt{2Lg}$. Kui aga maaler klammerdub redeli külge, tuleb lõppkiiruse $v$ arvutamisel arvesse võtta ka redeli pöördliikumise tekitamiseks kuluvat energiat. Pikka ühtlast redelit võib esimeses lähenduses vaadelda kui homogeenset varrast, mis pöörleb ümber alumise otsa. Selleks hetkeks kui redel on jõudnud horisontaalasendisse, on tema nurkkiirus $\omega=v/L$. Niisiis redeli pöördliikumise energia sel hetkel avaldub $ML^2\omega^2/6=Mv^2/6$. Nüüd energia jäävuse seadus annab
\[
mgL+Mg\frac{L}{2}=\frac{mv^2}{2} +\frac{Mv^2}{6},
\]
millest
\[
v=\sqrt{\frac{3Lg(2m+M)}{3m+M}}=\sqrt{gL}\sqrt{2+\frac{M}{3m+M}}.
\]
Saadud tulemus ei ole ühelgi tingimusel väiksem kui $\sqrt{2Lg}$, nii et selles mõttes on kasulikum kohe redelist lahti lasta.","Kasutage energia jäävuse seadust, et võrrelda kiirusel, kui maaler laseb redelist lahti ja kui ta klammerdub redeli külge.",,,,,physics-collection/problems/2010-lahg-05.tex,problems
